month,month_end,symbols,names,sector,mapped_cik,mapping_method,status,resolved,provenance_complete,ratio,financial_period_end,filed,accession,form
2013-09,2013-09-30,DVA,DaVita Inc.,Health Care,0000927066,unique_sec_instance_ticker,accounting_identity_mismatch,False,False,,2013-06-30,2013-08-07,0001193125-13-324255,10-Q
2013-09,2013-09-30,DE,Deere & Co.,Industrials,0000315189,unique_sec_instance_ticker,ratio_available,True,True,5.7899925508636345,2013-07-31,2013-08-29,0001104659-13-066988,10-Q
2013-09,2013-09-30,DELL,Dell Inc.,Information Technology,0000826083,unique_sec_instance_ticker,ratio_available,True,True,3.254800111306929,2013-07-31,2013-08-28,0000826083-13-000028,10-Q
2013-09,2013-09-30,DLPH,Delphi Automotive,Consumer Discretionary,0001521332,unique_sec_instance_ticker,ratio_available,True,True,2.4684418145956606,2013-06-30,2013-07-31,0001521332-13-000027,10-Q
2013-09,2013-09-30,DAL,Delta Air Lines,Industrials,0000027904,unique_sec_instance_ticker,nonpositive_equity_auto_fail,True,True,,2013-06-30,2013-08-01,0000027904-13-000005,10-Q
2013-09,2013-09-30,DNR,Denbury Resources Inc.,Energy,0000945764,unique_sec_instance_ticker,ratio_available,True,True,1.1834523351925121,2013-06-30,2013-08-06,0000945764-13-000061,10-Q
2013-09,2013-09-30,XRAY,Dentsply International,Health Care,0000818479,unique_sec_instance_ticker,ratio_available,True,True,1.130453879557501,2013-06-30,2013-08-01,0000818479-13-000028,10-Q
2013-09,2013-09-30,DVN,Devon Energy Corp.,Energy,0001090012,unique_sec_instance_ticker,ratio_available,True,True,0.9944184192165852,2013-06-30,2013-08-07,0001193125-13-323925,10-Q
2013-09,2013-09-30,DO,Diamond Offshore Drilling,Energy,0000949039,unique_sec_instance_ticker,ratio_available,True,True,0.5604441753782996,2013-06-30,2013-07-31,0001193125-13-312040,10-Q
2013-09,2013-09-30,DTV,DirecTV,Consumer Discretionary,0001465112,unique_sec_instance_ticker,nonpositive_equity_auto_fail,True,True,,2013-06-30,2013-08-02,0001047469-13-008001,10-Q
2013-09,2013-09-30,DISCA,Discovery Communications,Consumer Discretionary,0001437107,unique_sec_instance_ticker,ratio_available,True,True,1.3363621871512832,2013-06-30,2013-07-30,0001437107-13-000031,10-Q
2013-09,2013-09-30,DG,Dollar General,Consumer Discretionary,0000029534,unique_sec_instance_ticker,ratio_available,True,True,1.0452411518278972,2013-07-31,2013-09-04,0001104659-13-067873,10-Q
2013-09,2013-09-30,DLTR,Dollar Tree,Consumer Discretionary,0000935703,unique_sec_instance_ticker,ratio_available,True,True,0.5928035489347719,2013-07-31,2013-08-22,0000935703-13-000040,10-Q
2013-09,2013-09-30,DOV,Dover Corp.,Industrials,0000029905,unique_sec_instance_ticker,ratio_available,True,True,1.0778000318016605,2013-06-30,2013-07-18,0000029905-13-000044,10-Q
2013-09,2013-09-30,DOW,Dow Chemical,Materials,0000029915,unique_sec_instance_ticker,ratio_available,True,True,1.8984297520661157,2013-06-30,2013-07-30,0000029915-13-000029,10-Q
2013-09,2013-09-30,DPS,Dr Pepper Snapple Group,Consumer Staples,0001418135,unique_sec_instance_ticker,ratio_available,True,True,2.7799479166666665,2013-06-30,2013-07-24,0001418135-13-000042,10-Q
2013-09,2013-09-30,DD,Du Pont (E.I.),Materials,0000030554,unique_sec_instance_ticker,ratio_available,True,True,2.8449269936353425,2013-06-30,2013-07-23,0000030554-13-000034,10-Q
2013-09,2013-09-30,DNB,Dun & Bradstreet,Industrials,0001115222,unique_sec_instance_ticker,nonpositive_equity_auto_fail,True,True,,2013-06-30,2013-08-07,0001115222-13-000020,10-Q
2013-09,2013-09-30,EMN,Eastman Chemical,Materials,0000915389,unique_sec_instance_ticker,ratio_available,True,True,2.487103468722206,2013-06-30,2013-08-05,0000915389-13-000043,10-Q
2013-09,2013-09-30,ETN,Eaton Corp.,Industrials,0001551182,unique_sec_instance_ticker,ratio_available,True,True,1.2848162789190591,2013-06-30,2013-08-02,0001551182-13-000026,10-Q
2013-09,2013-09-30,EBAY,eBay Inc.,Information Technology,0001065088,unique_sec_instance_ticker,ratio_available,True,True,0.7805182208673964,2013-06-30,2013-07-19,0001065088-13-000116,10-Q
2013-09,2013-09-30,ECL,Ecolab Inc.,Materials,0000031462,unique_sec_instance_ticker,ratio_available,True,True,1.91663080416104,2013-06-30,2013-08-01,0001104659-13-058639,10-Q
2013-09,2013-09-30,EW,Edwards Lifesciences,Health Care,0001099800,unique_sec_instance_ticker,ratio_available,True,True,0.4810102544625902,2013-06-30,2013-08-06,0001047469-13-008139,10-Q
2013-09,2013-09-30,EA,Electronic Arts,Information Technology,0000712515,unique_sec_instance_ticker,ratio_available,True,True,0.8479133226324238,2013-06-30,2013-08-02,0000712515-13-000037,10-Q
2013-09,2013-09-30,EMC,EMC Corp.,Information Technology,,ambiguous_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2013-09,2013-09-30,EMR,Emerson Electric,Industrials,0000032604,unique_sec_instance_ticker,ratio_available,True,True,1.2908222915042868,2013-06-30,2013-08-07,0000032604-13-000030,10-Q
2013-09,2013-09-30,ESV,Ensco plc,Energy,0000314808,unique_sec_instance_ticker,ratio_available,True,True,0.5267823799704493,2013-06-30,2013-07-30,0000314808-13-000155,10-Q
2013-09,2013-09-30,EOG,EOG Resources,Energy,0000821189,unique_sec_instance_ticker,ratio_available,True,True,1.0214047970381712,2013-06-30,2013-08-06,0000821189-13-000040,10-Q
2013-09,2013-09-30,EQT,EQT Corporation,Energy,0000033213,unique_sec_instance_ticker,ratio_available,True,True,1.2071619669813334,2013-06-30,2013-07-25,0001104659-13-056665,10-Q
2013-09,2013-09-30,EL,Estee Lauder Cos.,Consumer Staples,0001001250,unique_sec_instance_ticker,ratio_available,True,True,1.163966201278052,2013-06-30,2013-08-23,0001104659-13-065820,10-K
2013-09,2013-09-30,EXPE,Expedia Inc.,Consumer Discretionary,0001324424,unique_sec_instance_ticker,ratio_available,True,True,2.7396490396726048,2013-06-30,2013-07-26,0001193125-13-303051,10-Q
2013-09,2013-09-30,EXPD,Expeditors Int'l,Industrials,0000746515,unique_sec_instance_ticker,ratio_available,True,True,0.44380242249788165,2013-06-30,2013-08-08,0000746515-13-000030,10-Q
2013-09,2013-09-30,ESRX,Express Scripts,Health Care,0001532063,unique_sec_instance_ticker,ratio_available,True,True,1.2859733547768326,2013-06-30,2013-07-29,0001532063-13-000004,10-Q
2013-09,2013-09-30,XOM,Exxon Mobil Corp.,Energy,0000034088,unique_sec_instance_ticker,ratio_available,True,True,0.990902627223349,2013-06-30,2013-08-06,0000034088-13-000035,10-Q
2013-09,2013-09-30,FFIV,F5 Networks,Information Technology,0001048695,unique_sec_instance_ticker,ratio_available,True,True,0.44323559017488406,2013-06-30,2013-08-08,0001445305-13-002018,10-Q
2013-09,2013-09-30,FDO,Family Dollar Stores,Consumer Discretionary,0000034408,unique_sec_instance_ticker,ratio_available,True,True,1.5312554235496443,2013-05-31,2013-07-10,0000034408-13-000011,10-Q
2013-09,2013-09-30,FAST,Fastenal Co,Industrials,0000815556,unique_sec_instance_ticker,ratio_available,True,True,0.1684538337635664,2013-06-30,2013-07-15,0000815556-13-000037,10-Q
2013-09,2013-09-30,FDX,FedEx Corporation,Industrials,0001048911,unique_sec_instance_ticker,ratio_available,True,True,0.9072783913905409,2013-08-31,2013-09-19,0001193125-13-371921,10-Q
2013-09,2013-09-30,FIS,Fidelity National Information Services,Information Technology,0001136893,unique_sec_instance_ticker,ratio_available,True,True,1.0369914965482505,2013-06-30,2013-08-02,0001136893-13-000037,10-Q
2013-09,2013-09-30,FSLR,First Solar Inc,Industrials,0001274494,unique_sec_instance_ticker,ratio_available,True,True,0.6522874427014644,2013-06-30,2013-08-07,0001274494-13-000040,10-Q
2013-09,2013-09-30,FISV,Fiserv Inc,Information Technology,0000798354,unique_sec_instance_ticker,ratio_available,True,True,1.7242275483684666,2013-06-30,2013-07-31,0001193125-13-312502,10-Q
2013-09,2013-09-30,FLIR,FLIR Systems,Industrials,0000354908,unique_sec_instance_ticker,ratio_available,True,True,0.4684565034217719,2013-06-30,2013-08-08,0000354908-13-000034,10-Q
2013-09,2013-09-30,FLS,Flowserve Corporation,Industrials,0000030625,unique_sec_instance_ticker,ratio_available,True,True,1.6935426078240412,2013-06-30,2013-07-24,0000030625-13-000066,10-Q
2013-09,2013-09-30,FLR,Fluor Corp.,Industrials,0001124198,unique_sec_instance_ticker,ratio_available,True,True,1.2374259057626118,2013-06-30,2013-08-01,0001104659-13-058637,10-Q
2013-09,2013-09-30,FMC,FMC Corporation,Materials,0000037785,unique_sec_instance_ticker,ratio_available,True,True,1.7209433254097335,2013-06-30,2013-07-30,0000037785-13-000032,10-Q
2013-09,2013-09-30,FTI,FMC Technologies Inc.,Energy,0001135152,unique_sec_instance_ticker,ratio_available,True,True,2.1275246714731297,2013-06-30,2013-07-26,0001135152-13-000019,10-Q
2013-09,2013-09-30,F,Ford Motor,Consumer Discretionary,0000037996,unique_sec_instance_ticker,ratio_available,True,True,9.190562896680886,2013-06-30,2013-07-31,0000037996-13-000042,10-Q
2013-09,2013-09-30,FRX,Forest Laboratories,Health Care,0000038074,unique_sec_instance_ticker,ratio_available,True,True,0.314953429800607,2013-06-30,2013-08-07,0000038074-13-000024,10-Q
2013-09,2013-09-30,FOSL,"Fossil, Inc.",Consumer Discretionary,0000883569,unique_sec_instance_ticker,ratio_available,True,True,0.7237911209507264,2013-06-30,2013-08-08,0001104659-13-061600,10-Q
2013-09,2013-09-30,FCX,Freeport-McMoran Cp & Gld,Materials,0000831259,unique_sec_instance_ticker,accounting_identity_mismatch,False,False,,2013-06-30,2013-08-09,0000831259-13-000057,10-Q
2013-09,2013-09-30,FTR,Frontier Communications,Telecommunications Services,0000020520,unique_sec_instance_ticker,ratio_available,True,True,3.218562873490631,2013-06-30,2013-08-08,0000020520-13-000060,10-Q
2013-09,2013-09-30,GME,GameStop Corp.,Consumer Discretionary,0001326380,unique_sec_instance_ticker,ratio_available,True,True,0.6276719061529188,2013-07-31,2013-09-11,0001193125-13-364182,10-Q
2013-09,2013-09-30,GCI,Gannett Co.,Consumer Discretionary,0000039899,unique_sec_instance_ticker,ratio_available,True,True,1.314216878994219,2013-06-30,2013-08-07,0000039899-13-000030,10-Q
2013-09,2013-09-30,GPS,Gap (The),Consumer Discretionary,0000039911,unique_sec_instance_ticker,ratio_available,True,True,1.2903412377096588,2013-07-31,2013-09-06,0000039911-13-000143,10-Q
2013-09,2013-09-30,GRMN,Garmin Ltd.,Consumer Discretionary,0001121788,unique_sec_instance_ticker,ratio_available,True,True,0.36621903143368334,2013-06-30,2013-08-07,0001144204-13-043499,10-Q
2013-09,2013-09-30,GD,General Dynamics,Industrials,0000040533,unique_sec_instance_ticker,ratio_available,True,True,1.9543211976862878,2013-06-30,2013-07-24,0000040533-13-000013,10-Q
2013-09,2013-09-30,GE,General Electric,Industrials,0000040545,unique_sec_instance_ticker,ratio_available,True,True,4.127985963931652,2013-06-30,2013-07-26,0000040545-13-000075,10-Q
2013-09,2013-09-30,GIS,General Mills,Consumer Staples,0000040704,unique_sec_instance_ticker,ratio_available,True,True,2.009227014724835,2013-08-31,2013-09-18,0001193125-13-370415,10-Q
2013-09,2013-09-30,GM,General Motors,Consumer Discretionary,0001467858,unique_sec_instance_ticker,ratio_available,True,True,3.181878781663419,2013-06-30,2013-07-25,0001467858-13-000106,10-Q
2013-09,2013-09-30,GPC,Genuine Parts,Consumer Discretionary,0000040987,unique_sec_instance_ticker,ratio_available,True,True,1.4821671998571677,2013-06-30,2013-08-06,0001193125-13-320606,10-Q
2013-09,2013-09-30,GILD,Gilead Sciences,Health Care,0000882095,unique_sec_instance_ticker,ratio_available,True,True,0.994499525009468,2013-06-30,2013-08-01,0000882095-13-000038,10-Q
2013-09,2013-09-30,GT,Goodyear Tire & Rubber,Consumer Discretionary,0000042582,unique_sec_instance_ticker,accounting_identity_mismatch,False,False,,2013-06-30,2013-07-30,0000950123-13-005103,10-Q
2013-09,2013-09-30,GOOG,Google Inc.,Information Technology,0001288776,unique_sec_instance_ticker,ratio_available,True,True,0.28318875868716076,2013-06-30,2013-07-25,0001288776-13-000055,10-Q
2013-09,2013-09-30,GWW,Grainger (W.W.) Inc.,Industrials,0000277135,unique_sec_instance_ticker,ratio_available,True,True,0.5514597363822965,2013-06-30,2013-08-01,0000277135-13-000029,10-Q
2013-09,2013-09-30,HAL,Halliburton Co.,Energy,0000045012,unique_sec_instance_ticker,ratio_available,True,True,0.7844451675886756,2013-06-30,2013-07-26,0000045012-13-000242,10-Q
2013-09,2013-09-30,HOG,Harley-Davidson,Consumer Discretionary,0000793952,unique_sec_instance_ticker,ratio_available,True,True,2.440757057448873,2013-06-30,2013-08-08,0000793952-13-000023,10-Q
2013-09,2013-09-30,HAR,Harman Int'l Industries,Consumer Discretionary,0000800459,unique_sec_instance_ticker,ratio_available,True,True,0.9671360246487415,2013-06-30,2013-08-09,0001193125-13-329239,10-K
2013-09,2013-09-30,HRS,Harris Corporation,Information Technology,0000202058,unique_sec_instance_ticker,ratio_available,True,True,2.1119651550089675,2013-06-30,2013-08-26,0001193125-13-346761,10-K
2013-09,2013-09-30,HAS,Hasbro Inc.,Consumer Discretionary,0000046080,unique_sec_instance_ticker,ratio_available,True,True,1.869659607726785,2013-06-30,2013-07-31,0000046080-13-000076,10-Q
2013-09,2013-09-30,HP,Helmerich & Payne,Energy,0000046765,unique_sec_instance_ticker,ratio_available,True,True,0.4429747074754413,2013-06-30,2013-08-02,0001104659-13-059196,10-Q
2013-09,2013-09-30,HES,Hess Corporation,Energy,0000004447,unique_sec_instance_ticker,ratio_available,True,True,0.7281107913068869,2013-06-30,2013-08-08,0001193125-13-326860,10-Q
2013-09,2013-09-30,HPQ,Hewlett-Packard,Information Technology,0000047217,unique_sec_instance_ticker,ratio_available,True,True,3.2357274401473295,2013-07-31,2013-09-09,0001047469-13-008916,10-Q
2013-09,2013-09-30,HD,Home Depot,Consumer Discretionary,0000354950,unique_sec_instance_ticker,ratio_available,True,True,1.7259335831502778,2013-07-31,2013-08-28,0000354950-13-000032,10-Q
2013-09,2013-09-30,HON,Honeywell Int'l Inc.,Industrials,0000773840,unique_sec_instance_ticker,ratio_available,True,True,2.0427190070717276,2013-06-30,2013-07-19,0000930413-13-003894,10-Q
2013-09,2013-09-30,HRL,Hormel Foods Corp.,Consumer Staples,0000048465,unique_sec_instance_ticker,ratio_available,True,True,0.5590798471716673,2013-07-31,2013-09-06,0001104659-13-068325,10-Q
2013-09,2013-09-30,HSP,Hospira Inc.,Health Care,0001274057,unique_sec_instance_ticker,ratio_available,True,True,1.0761796279037659,2013-06-30,2013-07-31,0001274057-13-000019,10-Q
2013-09,2013-09-30,HUM,Humana Inc.,Health Care,0000049071,unique_sec_instance_ticker,ratio_available,True,True,1.2333154793786825,2013-06-30,2013-07-31,0001193125-13-312590,10-Q
2013-09,2013-09-30,ITW,Illinois Tool Works,Industrials,0000049826,unique_sec_instance_ticker,ratio_available,True,True,0.8765516567295475,2013-06-30,2013-08-02,0000049826-13-000045,10-Q
2013-09,2013-09-30,IR,Ingersoll-Rand PLC,Industrials,0001466258,unique_sec_instance_ticker,ratio_available,True,True,1.8251302917978875,2013-06-30,2013-07-24,0001466258-13-000035,10-Q
2013-09,2013-09-30,INTC,Intel Corp.,Information Technology,0000050863,unique_sec_instance_ticker,ratio_available,True,True,0.5910289747399703,2013-06-30,2013-07-29,0000050863-13-000087,10-Q
2013-09,2013-09-30,IBM,International Bus. Machines,Information Technology,0000051143,unique_sec_instance_ticker,ratio_available,True,True,5.439188055695353,2013-06-30,2013-07-31,0001104659-13-058041,10-Q
2013-09,2013-09-30,IGT,International Game Technology,Consumer Discretionary,0000353944,unique_sec_instance_ticker,ratio_available,True,True,2.195650485436893,2013-06-30,2013-08-05,0001437749-13-009857,10-Q/A
2013-09,2013-09-30,IP,International Paper,Materials,0000051434,unique_sec_instance_ticker,ratio_available,True,True,3.6327402135231317,2013-06-30,2013-08-07,0000051434-13-000011,10-Q
2013-09,2013-09-30,IPG,Interpublic Group,Consumer Discretionary,0000051644,unique_sec_instance_ticker,accounting_identity_mismatch,False,False,,2013-06-30,2013-07-25,0000051644-13-000025,10-Q
2013-09,2013-09-30,IFF,Intl Flavors & Fragrances,Materials,0000051253,unique_sec_instance_ticker,ratio_available,True,True,1.4074860123833153,2013-06-30,2013-08-06,0001193125-13-320349,10-Q
2013-09,2013-09-30,INTU,Intuit Inc.,Information Technology,0000896878,unique_sec_instance_ticker,ratio_available,True,True,0.5536675162843387,2013-07-31,2013-09-13,0000896878-13-000149,10-K
2013-09,2013-09-30,ISRG,Intuitive Surgical Inc.,Health Care,0001035267,unique_sec_instance_ticker,ratio_available,True,True,0.1297461546735506,2013-06-30,2013-07-22,0001193125-13-297410,10-Q
2013-09,2013-09-30,IRM,Iron Mountain Incorporated,Industrials,0001020569,unique_sec_instance_ticker,ratio_available,True,True,4.7929520574940625,2013-06-30,2013-08-01,0001047469-13-007976,10-Q
2013-09,2013-09-30,JBL,Jabil Circuit,Information Technology,0000898293,unique_sec_instance_ticker,ratio_available,True,True,2.6852804620168653,2013-05-31,2013-07-02,0001193125-13-281174,10-Q
2013-09,2013-09-30,JEC,Jacobs Engineering Group,Industrials,0000052988,unique_sec_instance_ticker,ratio_available,True,True,0.7103398699755764,2013-06-30,2013-08-01,0000052988-13-000113,10-Q
2013-09,2013-09-30,JDSU,JDS Uniphase Corp.,Information Technology,0000912093,unique_sec_instance_ticker,ratio_available,True,True,0.47696546973219667,2013-06-30,2013-08-23,0001047469-13-008597,10-K
2013-09,2013-09-30,JNJ,Johnson & Johnson,Health Care,0000200406,unique_sec_instance_ticker,ratio_available,True,True,0.7846120720591402,2013-06-30,2013-08-01,0000200406-13-000091,10-Q
2013-09,2013-09-30,JCI,Johnson Controls,Consumer Discretionary,0000053669,unique_sec_instance_ticker,ratio_available,True,True,1.5685624140441712,2013-06-30,2013-08-01,0000053669-13-000017,10-Q
2013-09,2013-09-30,JOY,Joy Global Inc.,Industrials,0000801898,unique_sec_instance_ticker,ratio_available,True,True,1.0607832874178165,2013-07-31,2013-08-30,0000801898-13-000016,10-Q
2013-09,2013-09-30,JNPR,Juniper Networks,Information Technology,0001043604,unique_sec_instance_ticker,ratio_available,True,True,0.40689277284477915,2013-06-30,2013-08-08,0001043604-13-000072,10-Q
2013-09,2013-09-30,KSU,Kansas City Southern,Industrials,0000054480,unique_sec_instance_ticker,ratio_available,True,True,0.9320471966238911,2013-06-30,2013-07-19,0000054480-13-000131,10-Q
2013-09,2013-09-30,K,Kellogg Co.,Consumer Staples,0000055067,unique_sec_instance_ticker,ratio_available,True,True,4.756395570828561,2013-06-30,2013-08-06,0001193125-13-320375,10-Q
2013-09,2013-09-30,KMB,Kimberly-Clark,Consumer Staples,0000055785,unique_sec_instance_ticker,ratio_available,True,True,3.1875536480686697,2013-06-30,2013-08-02,0000055785-13-000071,10-Q
2013-09,2013-09-30,KMI,Kinder Morgan,Energy,0001506307,unique_sec_instance_ticker,ratio_available,True,True,1.5971477627106767,2013-06-30,2013-08-05,0001506307-13-000054,10-Q
2013-09,2013-09-30,KLAC,KLA-Tencor Corp.,Information Technology,0000319201,unique_sec_instance_ticker,ratio_available,True,True,0.5184164849782549,2013-06-30,2013-08-08,0000319201-13-000033,10-K
2013-09,2013-09-30,KSS,Kohl's Corp.,Consumer Discretionary,0000885639,unique_sec_instance_ticker,ratio_available,True,True,1.3289278043945152,2013-07-31,2013-09-04,0000885639-13-000018,10-Q
2013-09,2013-09-30,KRFT,Kraft Foods Group,Consumer Staples,0001545158,unique_sec_instance_ticker,ratio_available,True,True,4.363720930232558,2013-06-30,2013-08-02,0001193125-13-316665,10-Q
2013-09,2013-09-30,KR,Kroger Co.,Consumer Staples,0000056873,unique_sec_instance_ticker,ratio_available,True,True,4.047854785478548,2013-08-31,2013-09-24,0001104659-13-071849,10-Q
2013-09,2013-09-30,LTD,L Brands Inc.,Consumer Discretionary,0000701985,unique_sec_instance_ticker,nonpositive_equity_auto_fail,True,True,,2013-07-31,2013-09-06,0000701985-13-000032,10-Q
2013-09,2013-09-30,LLL,L-3 Communications Holdings,Industrials,0001056239,unique_sec_instance_ticker,ratio_available,True,True,1.4430736693690518,2013-06-30,2013-08-01,0001193125-13-314837,10-Q
2013-09,2013-09-30,LH,Laboratory Corp. of America Holding,Health Care,0000920148,unique_sec_instance_ticker,ratio_available,True,True,1.4673349853570623,2013-06-30,2013-07-30,0000920148-13-000072,10-Q
2013-09,2013-09-30,LRCX,Lam Research,Information Technology,0000707549,unique_sec_instance_ticker,accounting_identity_mismatch,False,False,,2013-06-30,2013-08-27,0001193125-13-348269,10-K
2013-09,2013-09-30,LEG,Leggett & Platt,Industrials,0000058492,unique_sec_instance_ticker,ratio_available,True,True,1.2868801004394226,2013-06-30,2013-08-08,0000058492-13-000008,10-Q
2013-09,2013-09-30,LEN,Lennar Corp.,Consumer Discretionary,0000920760,unique_sec_instance_ticker,ratio_available,True,True,1.563437797937901,2013-02-28,2013-08-01,0001445305-13-001785,10-Q/A
2013-09,2013-09-30,LIFE,Life Technologies,Health Care,0001073431,unique_sec_instance_ticker,ratio_available,True,True,0.7599849554555352,2013-06-30,2013-08-01,0001193125-13-315192,10-Q
2013-09,2013-09-30,LLY,Lilly (Eli) & Co.,Health Care,0000059478,unique_sec_instance_ticker,ratio_available,True,True,1.180698852747368,2013-06-30,2013-07-26,0000059478-13-000043,10-Q
2013-09,2013-09-30,LLTC,Linear Technology Corp.,Information Technology,0000791907,unique_sec_instance_ticker,ratio_available,True,True,1.1370036704049666,2013-06-30,2013-08-19,0000791907-13-000079,10-K
2013-09,2013-09-30,LMT,Lockheed Martin Corp.,Industrials,0000936468,unique_sec_instance_ticker,ratio_available,True,True,55.11959654178674,2013-06-30,2013-07-24,0001193125-13-300659,10-Q
2013-09,2013-09-30,LO,Lorillard Inc.,Consumer Staples,0001424847,unique_sec_instance_ticker,nonpositive_equity_auto_fail,True,True,,2013-06-30,2013-07-25,0001193125-13-302724,10-Q
2013-09,2013-09-30,LOW,Lowe's Cos.,Consumer Discretionary,0000060667,unique_sec_instance_ticker,ratio_available,True,True,1.5576481396417088,2013-07-31,2013-09-03,0000060667-13-000121,10-Q
2013-09,2013-09-30,LSI,LSI Corporation,Information Technology,0000703360,unique_sec_instance_ticker,ratio_available,True,True,0.9596129848103642,2013-06-30,2013-08-08,0001193125-13-327022,10-Q
2013-09,2013-09-30,LYB,LyondellBasell,Materials,0001489393,unique_sec_instance_ticker,ratio_available,True,True,1.075399784572044,2013-06-30,2013-07-26,0001193125-13-304126,10-Q
2013-09,2013-09-30,M,Macy's Inc.,Consumer Discretionary,0000794367,unique_sec_instance_ticker,insufficient_total_facts,False,False,,2013-07-31,2013-09-05,0000794367-13-000154,10-Q
2013-09,2013-09-30,MRO,Marathon Oil Corp.,Energy,0000101778,unique_sec_instance_ticker,ratio_available,True,True,0.842595026549603,2013-06-30,2013-08-08,0000101778-13-000034,10-Q
2013-09,2013-09-30,MPC,Marathon Petroleum,Energy,0001510295,unique_sec_instance_ticker,ratio_available,True,True,1.434615069279331,2013-06-30,2013-08-08,0001193125-13-326060,10-Q
2013-09,2013-09-30,MAR,Marriott Int'l.,Consumer Discretionary,0001048286,unique_sec_instance_ticker,insufficient_total_facts,False,False,,2013-06-30,2013-08-01,0001445305-13-001794,10-Q
2013-09,2013-09-30,MAS,Masco Corp.,Industrials,0000062996,unique_sec_instance_ticker,ratio_available,True,True,11.863387978142077,2013-06-30,2013-07-31,0001193125-13-312136,10-Q
2013-09,2013-09-30,MA,Mastercard Inc.,Information Technology,0001141391,unique_sec_instance_ticker,ratio_available,True,True,0.7102005975245412,2013-06-30,2013-07-31,0001141391-13-000011,10-Q
2013-09,2013-09-30,MAT,Mattel Inc.,Consumer Discretionary,0000063276,unique_sec_instance_ticker,ratio_available,True,True,1.1210002710984417,2013-06-30,2013-07-25,0001193125-13-302257,10-Q
2013-09,2013-09-30,MKC,McCormick & Co.,Consumer Staples,0000063754,unique_sec_instance_ticker,ratio_available,True,True,1.4216968011126565,2013-08-31,2013-09-27,0000063754-13-000029,10-Q
2013-09,2013-09-30,MCD,McDonald's Corp.,Consumer Discretionary,0000063908,unique_sec_instance_ticker,ratio_available,True,True,1.2710487980119574,2013-06-30,2013-07-31,0000063908-13-000060,10-Q
2013-09,2013-09-30,MCK,McKesson Corp.,Health Care,0000927653,unique_sec_instance_ticker,ratio_available,True,True,3.790901727861771,2013-06-30,2013-07-25,0001561787-13-000013,10-Q
2013-09,2013-09-30,MJN,Mead Johnson,Consumer Staples,0001452575,unique_sec_instance_ticker,accounting_identity_mismatch,False,False,,2013-06-30,2013-07-25,0001452575-13-000011,10-Q
2013-09,2013-09-30,MWV,MeadWestvaco Corporation,Materials,0001159297,unique_sec_instance_ticker,ratio_available,True,True,1.6525015069318867,2013-06-30,2013-08-05,0001193125-13-319341,10-Q
2013-09,2013-09-30,MDT,Medtronic Inc.,Health Care,0000064670,unique_sec_instance_ticker,ratio_available,True,True,0.8884389005885847,2013-07-31,2013-09-04,0000064670-13-000012,10-Q
2013-09,2013-09-30,MRK,Merck & Co.,Health Care,0000310158,unique_sec_instance_ticker,ratio_available,True,True,1.1330406147091108,2013-06-30,2013-08-07,0000310158-13-000004,10-Q
2013-09,2013-09-30,MCHP,Microchip Technology,Information Technology,0000827054,unique_sec_instance_ticker,ratio_available,True,True,0.9872355776611096,2013-06-30,2013-08-09,0000827054-13-000216,10-Q
2013-09,2013-09-30,MU,Micron Technology,Information Technology,0000723125,unique_sec_instance_ticker,ratio_available,True,True,0.7511836531273361,2013-05-31,2013-07-08,0000723125-13-000108,10-Q
2013-09,2013-09-30,MSFT,Microsoft Corp.,Information Technology,0000789019,unique_sec_instance_ticker,ratio_available,True,True,0.8042029793271179,2013-06-30,2013-07-30,0001193125-13-310206,10-K
2013-09,2013-09-30,MOLX,Molex Inc.,Information Technology,0000067472,unique_sec_instance_ticker,ratio_available,True,True,0.42157046532467385,2013-06-30,2013-08-08,0000067472-13-000007,10-K
2013-09,2013-09-30,TAP,Molson Coors Brewing Company,Consumer Staples,0000024545,unique_sec_instance_ticker,ratio_available,True,True,1.0118964398062615,2013-06-30,2013-08-06,0000024545-13-000014,10-Q
2013-09,2013-09-30,MDLZ,Mondelez International,Consumer Staples,0001103982,unique_sec_instance_ticker,ratio_available,True,True,1.2765539319788266,2013-06-30,2013-08-08,0001193125-13-325952,10-Q
2013-09,2013-09-30,MON,Monsanto Co.,Materials,0001110783,unique_sec_instance_ticker,ratio_available,True,True,0.5399204432447791,2013-05-31,2013-06-27,0001110783-13-000110,10-Q
2013-09,2013-09-30,MNST,Monster Beverage,Consumer Staples,0000865752,unique_sec_instance_ticker,ratio_available,True,True,0.5394972786882565,2013-06-30,2013-08-09,0001104659-13-062263,10-Q
2013-09,2013-09-30,MOS,The Mosaic Company,Materials,0001285785,unique_sec_instance_ticker,ratio_available,True,True,0.34539422297272165,2013-05-31,2013-07-17,0001193125-13-292097,10-K
2013-09,2013-09-30,MSI,Motorola Solutions Inc.,Information Technology,,ambiguous_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2013-09,2013-09-30,MUR,Murphy Oil,Energy,0000717423,unique_sec_instance_ticker,ratio_available,True,True,1.060939404250325,2013-06-30,2013-08-06,0001193125-13-320695,10-Q
2013-09,2013-09-30,MYL,Mylan Inc.,Health Care,0000069499,unique_sec_instance_ticker,ratio_available,True,True,3.146146287868602,2013-06-30,2013-08-01,0000069499-13-000036,10-Q
